cluster	question	 
0	When completing an I-9 audit, if there are any fields missing or incomplete, do you attach the corrected form to the original I-9 with the new date that corrections are made? Or do you make changes on the already completed form?	
3	Garden Dental Arts Ileana Ortega Brooklyn New York Hiring process: background check on an applicant. The background check has come back with a charge for a serious crime. The person has not been convicted but we do not want to hire.	
3	Garden Dental Arts Ileana Ortega Brooklyn New York Hiring process: background check on an applicant. The background check has come back with a charge for a serious crime. The person has not been convicted but we do not want to hire.	
4	During the interview process we have been asking candidates -- it's not on application, it's more like a screening -- how much they made in their previous job. We had a candidate who refused to answer. I think there is some jurisdiction in CA where you can't ask for salary history. Are we allowed to ask that in CA either on the application or verbally in an interview?	
8	If I bring an applicant in for orientation on a specific date, but do not start them until a week later, are they considered employed on the date of orientation? and if so, does their PTO begin to accumulate on orientation day? ie. candidate comes to orientation 8/30/17, but doesn't report for duty until 9/5/17. And does it make a difference if the candidate doesn't start for a week due to their neglect or our neglect? ie. the employee doesn't bring their acceptable documents until a week later vs. my company did not have a truck available until a week later.	
3	We usually run background checks on day one. Can I initiate the process once the offer is extended? This employee starts later this week. Can I start the check now? He's being hired in Texas.	
8	I have a couple employee files where the I-9 is missing. They may be misplaced or possibly never filled out. What is the best procedure to replace one?	
5	Do I need to have an independent contractor complete an I-9 form?	
8	Have a NY State Employer. When can the employer legally verify a person's SSN? Prior to hiring? After hiring? Does the employer always have to get permission from the person to verify their SSN, or can they verify at will after they hire the employee? I understand that during the applicant process the employer requires authorization from the applicant to perform a background check. I've also heard that it is illegal for an employer to ask for the SSN during the application process.	
6	I have been tasked with finding an affordable, effective predictive index for screening our drivers, who also need to have customer service and sales skills. We are a small organization of approximately 30 employees.	
0	Do you have info on H1-B visa process, timeline, costs and likelihood of success? Also info on the cap-exempt H1-B visa program since we are a non-profit organization?	
8	Question from:Andrew.Lawson@freemanco.com (unregistered user) Freeman (there was no "unregistered" user to log under) ATTN: Samantha Good Morning, I hope you had a great weekend! I wanted to reach back out and see if you could assist us with a new process. We are thinking of adding a new disposition code for candidates that have been forwarded to requisitions but have not applied. My Director has asked us to now start moving these candidates into the requisition and disposition them out. We would like to confirm if this would adhere with federal compliance. As for dispositioning the candidates, we currently have a Data Management Technique code we use for when we remove candidates after a set number (such as we are only looking at the first 50 that applied); then the remaining candidates will be removed using the Data Management Technique disposition code. Would we be able to use this for the candidates that have been forwarded to requisitions as well or will be need to create a new code specifically for these candidates? If so, please advise us with an acceptable example. Thank you for your time and assistance! Andrew Lawson, AIRS-PRC Corporate Recruiter 1600 Viceroy, Suite 100 | Dallas | TX | 75235 t 214.445.1436 | m 817.443.2068 | freeman.com	
7	New hire orientation today and we do background checks after the hire. They need to pass a lifescan background check. During the orientation, the employee shared he has a pending issue from when he was 15 years old for an assault with a weapon. What are my risks if I don't move forward and terminate him now?	
6	We have an employee that we hired and later his background came back with an active warrant. Is this something we need to notify the employee about? What should our next steps be?	
8	We have a potential new hire we are preparing an offer letter for. This candidate currently lives in CA, but will be relocating to VA for the position we offer. Mike is willing to pay this candidate up to a maximum of $3,000 for relocation assistance. Is there special verbiage that we should use on the offer letter? We were thinking of AI will provide relocation assistance, up to a maximum of $3,000. This is the first time this has come up and we do not currently have a policy for relocation assistance. Do we need to have a policy? What is the best way to handle relocation assistance? Should we give the new hire a one time relocation bonus and report as wages on W-2? Have the new hire submit receipts and reimburse based on the receipts, qualified expenses wouldnt be taxable, but they would be reported on the W-2, nonqualified expenses would then be taxable to the employee and report as wages.	
1	We have a new hire who will be starting. She will be a remote employee. Can we use a notary to complete the Form I-9? She is in Iowa.	
1	Our new hire is authorized to work in the United States. She has provided her employment authorization card and SSN with DHS authorization. Aside from an I-9, what other documents do I need to fill out?	
1	Our new hire is authorized to work in the United States. She has provided her employment authorization card and SSN with DHS authorization. Aside from an I-9, what other documents do I need to fill out?	
6	We are located in SF, but we have a location in D.C. as well. However, we currently do not have any employees at our D.C. location so there is no one to verify the I-9 of the employee being hired for that location. What resource can we utilize to verify the documents provided for the I-9? Can you provide any organizations that preform I-9 services?	
8	What steps need to be taken after a job offer is extended, signed by the candidate (but not yet by hiring manager) and company decides to retract the offer due to the immediate need to lower operational costs? We have decided not to hire the person who has already signed his offer letter but who's start date is currently scheduled for 9/11. Please advise on steps we need to take. Thanks!	
5	Is there a website an employer can go to in order to check a candidates visa status?	
1	We have a candidate to whom was offered the position of Cat Designer. Today is her first day and the hiring manager wants to bring her on as a Drafter. The Drafter position is a "lower ranking" position, however they will not be lower her pay. How do we approach this situation with the new hire?	
8	Question for WMCAT: If we have W-2 employees that are full time for 10 months and get laid off for 2 months per year (per their contract) should we write a 10 month contract of employment for the employees or 12 month contract? They do stay covered on the insurance through all 12 months because our health insurance policy has a 90 day layoff provision, which states that they can stay on the insurance for up to 90 days once laid off. Not sure if one has anything to do with the other.	
7	I am HR for a printing company, they are short staffed and are bringing back an employee who worked for the company for 2 months in 2015. They originally classified him as 1099 and plan to do the same again. I personally feel he should be classified as an employee. He will be using our equipment, on standard hours, following our procedures. They believe that because he will only be needed for a two weeks to a month that it would be easier to 1099 him because then they wouldn't have to complete a background check or drug test and therefore can have him start sooner rather than waiting for those two tests to complete. I have done my research and can clearly see he is an employee not an independent contractor. Please let me know if I am missing something.	
1	A part-time employee is supposed to be paid at $15/hour, per her offer. On her wage theft letter, I put $18 - and we both signed it. The payroll went through at $15. I am not sure if the offer letter goes to part-time or not. She brought it to her manager's attention. We have internal documentation.	
5	What is the minimum age an employee can work in the state of Idaho? O	
5	Is there a limit to the number of days or how far in advance an employee can complete section 1 of their I-9 before their date of hire?	
4	We have a volunteer program. It has become an issue where we will bring on a volunteer with special needs and it is later realized they are unable to perform the job. One of our managers is asking a list of questions to applicants who have special needs. Only those with special needs will be asked the questions. We determine when to ask the questions based on self-disclosure of being special needs or it appears they may be special needs. The questions ask what are the special needs, what are their limitations, can they work independently. I have some concerns about asking these questions.	
8	If I have someone in another state that I hire, can they fax/email me copies of the documents for the I9? Since I can't physically view them.	
0	Please provide me with a Conditional Offer of Employment letter. Thank you.	
7	As part of our hiring process, employees must successfully pass a medical screening after they accept an offer. We recently had an applicant who was mistakenly medically cleared by the doctor. In the meantime, we had allowed him to begin work and he has been working for a week. We discovered the error because we were checking another applicant's medical results and accidentally clicked on the results for this employee again. We noted that new information had been added and when we contacted the clinic they did admit they had mistakenly not included information about a previous injury and some permanent limitations. We've now asked the employee to produce the information by the end of the week. If the limitations state that he has permanent restrictions that prevent him from performing the essential functions of the job without accommodation and we determine that there is not a reasonable accommodation available, can we terminate him?	
0	We are reviewing our recruiting and interviewing programs. Do you have best practices to which you can refer me in your resource library or should I google this and search online?	
0	Could you provide me a HR freindly sample letter for a candidate who will not be hired but who's resume we would like to keep on file? I would greatly appreciate it!	
5	There is a family friend who is doing free consultation services for our business. What documents need to be filling out? I-9? w-9? Should there be an agreement drafted between this individual and the company?	
7	Hiring for a construction position and the individual disclosed on his job application that he was convicted of a sex crime and served his time. The conviction is older than 7 years. Should we be considering this? What are our liabilities if hiring him? What do we need to do different? I don't know if he's a registered sex offender.	
6	If someone discloses that they have a medical marijuana card and we do pre-employment drug testing, how would we handle a positive result? Can we randomly test this individual going forward? If they have a positive pre-employment test result, can the employer discuss the company's no drug policy and test him randomly going forward?	
0	Questions regarding hiring sub contractors and if you have a generic contract we could use to hire a sub contractor (3 on his team) for a few weeks. Could someone reach out to me at 320-258-0526 to discuss.	
3	We are looking for a company to do our background checks. We received a referral from another friend and her company, but wondered if you had any experience with background providers you could supply?	
0	Candidate is interviewing tomorrow in the Detroit area. Do you know about the TN Visa	
5	Temporary agency sent a temporary employee over who is wearing an ankle bracelet with a GPS locator. Employees have expressed concern about this. What options does the employer have regarding this situation?	
8	We are doing a one month project and don't know how to classify employees. My former employer would use 1099 instead of W2 and I'm not sure these individuals would qualify. Is there a way to set the classification in the system for a temporary employee?	
6	Hello, we're considering hiring an employee for a three-month project as a temporary employee. We have been and will be looking for a long term hire for the role we will be hiring the employee in a temporary capacity for. If we define the anticipated length of the project while still clearly stating the at-will nature of our employment in an offer letter do you see this as a viable option?	
8	I'm wanting to find out - the clients we work for require the employees have to have a certain amount of operating qualifications and they have to pass a pre employee drug test. As of now when they come in and fill out application we start paying them. Then the take the operating classes and drug tests. Some fail the drug test or don't pass the classes they need. It is costing a lot for this process. Can we, in the state of TX, make them pass what we need them to go to work for our client before they start getting paid? Pass the operating test and drug tests.	
0	Do you have an example Employment Agreement, including NDA and non-compete? Thanks!	
6	Hello Beth, Thank you for your response. I would love to take some time to discuss over the phone to help clarify. Andrew DeVlieger has reached out to switch access from Caroline Cunningham to myself. Please let me know if you will have any time to discuss. I look forward to speaking. Thank you, Andrew Lawson, AIRS-PRC Corporate Recruiter 1600 Viceroy, Suite 100 | Dallas | TX | 75235 t 214.445.1436 | m 817.443.2068 | freeman.com The system we have, it has a feature where we can take a candidate over to a requisition and invite them to apply. If they dont apply theyll be stuck in that forwarded status. To invite them to apply, they have to already have a profile in our system, so they would have already applied to a different position. Sometimes we might have a cancelled requisition and later reopen it and would invite them to reapply. We want to move them from the forwarded status to get them out of that section. Could we apply it to the same code that we call Data Management Technique and then for those who dont choose to apply to the new position, recode them to something else so that group is identified? If they dont apply they would then be stuck in that holding spot and we dont want that. We want to find a way to move them out of the holding spot, and move them into the position and using a specific code.	
4	Which states or localities have laws passed prohibiting employers from asking candidates about salary history?	
5	Are unpaid employees required to complete a Form I-9? We have an intern, who is not being paid, but instead receiving academic credit for her internship. Is she required to complete a Form I-9?	
1	We have a new hire coming on board soon. She asked if she should bring in her DD214 with her. This is the first I have been asked this and the first I have heard of the form. It is a Certificate of Release or Discharge from Active Duty. Is this something I should be viewing when new hires go through the onboarding process to verify they are a Veteran if they are claiming Veteran status? Can we see a scanned copy of the document or only the original? I just wanted to check since it has never been brought up before.	
5	In the state of California, I want to hire a high school intern who is 17; can you confirm she needs a work permit? I'm planning to hire an in house recruiter; would they be considered exempt?	
1	Think HR, We have a previous employee that we're considering hiring back at our organization. We would like to set expectations for her before she accepts the formal offer. In the past she's had a Performance Improvement Plan for attendance. Would we be best off stating these off in written form but informally? Or, is there some type of commitment/contract that we could have her sign stating that she'll give our company at least a one year contract? Thank you, Tiffany Zahrt Shoreline Vision	
5	Member is hiring a possible CDL candidate who has a history suspended license due to child support; what is the best practice advice?	
0	Sponsoring an employee to work for us. Completing Form I-140. Do you have any knowledge of this process?	
2	Can you provide information on how to deal with a new hire with an EAD that expires 20-days from the start date? Is there any way to obtain this information in advance?	
3	Our background check vendor says that because a candidate does not have a social security number, the results of the check would provide minimal information. Can we not hire him because he's not a citizen? Are there vendors that will run background checks without the social security number?	
5	What are the rules surrounding an employer providing the Form W-4 electronically through our Sharepoint system?	
8	Hi! I've reviewed our I9's to see if anyone has documentation that is expiring. I found a few that are coming up and one that expired. Please confirm that EAD's must be renewed and that HR can remind them 6 months ahead of time to renew. If they do not present a new EAD, they may not legally continue to work for us - true? I have one EE with a Permanent Resident Card that expired on July 10, 2017. What are next steps in this situation?	
8	What is the process for hiring Pro Re Nata (PRN) Employees? What are the pros and cons, labor laws, etc?	
1	Our company policy is clear that we don't provide visa sponsorships. We also have this on our employment advertising and employment application. We currently have a candidate who has gotten through the interview process to the reference checks stage. She is now advising she has her social security card and forms that she can provide to us and mentioned her F-1 visa status. We went back to our application, and she marked that she would not need sponsorship and that she is authorized to work in the U.S. We sent her a notice restating that we do not sponsor visas, and to clarify if she will require a sponsorship. She responded that she was able to work for 1 year on her current visa, and provided the information for the sponsorship, stating she would pay for it. Can we decide not to hire her because of this?	
0	Hello, we're trying to find a personality test and a basic aptitude test, but we're not seeing anything yet. kindly please let us know if your database includes any such tests. thank you very much, stefan	
7	We have an individual who has always worked for us as an independent contractor. He meets the IRS guidelines as a contractor. However, for his next project, we will be providing him with training because he lacks these particular skills and there will be some control of the work he will perform. Can we classify him to W-2 for this training and one project?	
4	Hello! Can you ask someone during the interview process if they are a US citizen? or if they have a green card or work visa?	
1	I have an applicant who applied for a job and when we asked her if there was anything in her background we should be aware of, she said nothing. Now we've gotten the background back and she has a shoplifting conviction which was reduced to reckless endangerment. We can not hire someone for our cash office with this background. What are the notice requirements for turning down a candidate based on background?	
5	Introductory period.	
5	Do the same rules (FLSA) apply for non-profits providing training for summer interns as those listed in your recent newsletter?	
8	I am looking for information xpat leaves for employees who have moved out of the country and want to come back to visit for a while to get reacquianted with the US,	
4	In RI and MA can an applicant be asked on the application if they have been convicted of a felony and can an employer ask the employee about the conviction?	
0	As we come across a new pool of candidates looking for work have you had to validate employment with UBER or LYFT? How do you typically verify employment or the independent contractor relationship? Thanks,	
3	We are considering a candidate in Seattle, who is applying for a GM position. The background check came back with a Third degree gross misdemeanor for theft. The position would have access to the company products and assets. What does this mean? What do I do now, send him the pre-adverse action paperwork?	
6	I-9 questions: When we hire employees that are at remote locations, we are unable to visually inspect their I-9 documents. How should we manage? Through an internal audit that I am conducting, I realize that I-9 forms were not completed or have missing information for several current employees. How should we manage? We now use an online system for I-9 completion.	
7	When in the process of hiring we run DCFS and criminal background and we receive authorization prior do doing so. We have an employee that has been here 14 months and the executive director wants a current background check. Are we required to obtain their authorization? This employee is currently on active duty in Afghanistan. There was a Department of Family Children Services hit on his background when he was hired. He is wondering if there has been anything pursued upon this. This came about because there was a picture of this gentleman with one of our managers on our Facebook page and someone made a comment that we had a child molester working for us.	
8	We are going to have a sign twirler working on the sidewalk in front of our store. We want this person to be a contract worker for the weekend. Is it ok to hire a minor who is 16 and do all the child labor laws still apply with regards to work permit, hours, etc.	
0	Do you have a sample notice I can provide an employee who tested positive on a drug test?	
3	Can we have an applicant consent to and we conduct a criminal background check and a drug test before extending a job offer?	
7	A client is hiring a new driver and the employee self disclosed that he has epilepsy. May the employer require a doctor's note for safety reasons?	
6	Are we mandated to post a position? To date we have posted all positions publically before hiring. We now have a position open and we have a candidate for the position. This is not an internal candidate. We have a nondiscriminatory hiring process and we have nothing formally written that all position have to be posted. But this would be the first time we did not post the position.	
8	I would like to ask you a few questions in regards to the new hire packet and the availability we will be having to upload new hire packets from out in the field. Please kindly share your feedback on the following: If we create a page with a listing of all the documents reviewed/handed to the employee and the employee initials/signs is it okay for the employees to sign and acknowledge versus having to sign all the other pages? OR Would we be able to obtain with permission/disclosure from the employees a master electronic signature that will be placed in all the documents so that they do not have to sign each individually? The reason for the questions above is because we are trying to streamline how new hire packets are completed out in the field. Please share any ideas you may have.	
8	When we conduct interviews, is it okay to do evaluations / tests on candidates? For instance, we have candidates coming in today for finance, theyre trying to evaluate their skillset. After the formal interview, have the person work on an excel worksheet. Is this okay?	
1	I have a group that hired an employee and she will be 17 in May. She doesn't have a soc sec card. When she filled out the I9, she put "Smile Safe, National Center for Missing and Exploited Children" and then an identifying number for herself. She does have a SD birth certificate. Is an employer supposed to try and seek the Soc Sec Number or what do they do in this case?	
1	Good morning; I have a question about the employees interview. If the employee needs the dog due to a disability, why didnt she bring the dog to the interview? Would the employer have grounds to terminate the employee for not disclosing she needs her dog with her at all times? Please contact me if you have any questions, at 805 361-2986. Thank you, [HUB International] Carol Cabrera; HIP	
7	We have an employee that was hired on 01/30/2017. Terminated on 03/27/2017. He went to jail for some trouble he'd gotten into. We do not give leaves for jail time. He was rehired on 04/17/2017. We do e-verify. He states that the state took his driver's license. We have a copy of both his Kansas Driver's License and SS Card from the first time he was hired. Are we allowed to use that as the source of identity/verification. The license doesn't actually expire until 2022.	
1	Opening new salon on Saturday, we finally have our 8 staff. One is only 3 weeks post-partum and she is anxious to start work given she is a single mom. I am also an OB/GYN and know that there are some risks of her coming back to work early but I'm not her doctor. She is not sure if she needs medical clearance. We would be open to having her get started and only working a few hours per week if she chooses.	
6	We are a farm and have a youth program. We hired 15 interns during the year and they work in different areas in the farm. An intern applied and when we do a check on them, we do a DMV check. We found out they can not drive and have a suspended license. We are concerned with hiring them and the liability if they drive any of our vehicles.	
1	We have a candidate that insist that she would like to know why she wasn't offered a job. We have already responded that we are moving forward with a candidate that is a better fit, but she insists that she wants the negative feedback. How do we respond?	
5	We are planning on hiring some associates and wanted to know about collecting information on people prior to the hire date? Social security, personal information, address, name.	
6	We hire PT and Paid Interns. However, we wanted to know if we could hire unpaid interns. Is that legal?	
3	Can you provide me with a list of background check vendors?	
8	We have fitness testing in place for essential job requirements - we had a validation test for the fitness test. An applicant is unable to pass the fitness test due to a high risk pregnancy. Can we legally say that the employee can reapply when she is no longer pregnant? She can't do the lifting, pushing, pulling and the job is CNA work. There are no accommodations available and no front office positions available. We may have a dietary position available - I might be able to offer ...	
3	We have three candidates that we are interviewing for a position and we conduct background screens, when in the process can we conduct the background screen? The personality test when can we run that test? The professional references?	
8	Ann Nguyen NCHRA member unregistered. We provided an offer letter to a candidate and it included language that employee agrees to abide by the terms of our employee handbook. The candidate asked to see a copy of our handbook. We do not have a handbook completed yet. How should I respond?	
5	I need a sample salary agreement we have an employee switching from hourly to salary.	
5	I have an intern starting and would like an intern agreement and I will be providing the person for a W-9 since they are a contractor.	
5	I have a candidate I'm considering hiring with an employment authorization card that state 'post-opt' with an expiration date of Sept. 2018. What happens when this card expires?	
8	Good Morning! I have a quick question regarding start dates, we have unionized employees in which their contracted dates of employment start Sept. 5 of each calendar year. However, we often train these folks and pay them before that date. Am I safe in saying that an effective date of hire should be reflective of their first date of reimbursable work with the employer? Thanks! Meredith	
8	Hi, Is it okay to post the following language on job postings to pre-screen applicants? "Please note: This position is on premises only and TCS will not sponsor H1-B Visas applicants and will not reimburse for relocation expenses. If you require any of the following please do not apply for this position."	
6	We are located in the state of New York and we want to hire unpaid interns for approximately a period of 3 months and then we may keep the employees on as regular employees. Do we need to add them to our workers compensation insurance?	
0	Hello, Can you send me an employment offer letter template ? This is for State of MA. Thanks!	
6	We are going have posters advertising available trucking jobs to put out at different locations. Are we required to add EOE (Equal Opportunity Employer) on the postings as we do other Employment Ads?	
1	I-9 -Interested to know how you handle this. A new hire showed a US passport as her documentation and right to work. in teh US. Only the birth date on the passport 1968 and the birth date she wrote 1988 do not match. And, she did not complete the section that requires the attestation. When we called her, she stated that there was mistake on her passport and that she has other documents to prove she is a citizen (SS card and valid AZ driver's license). Seems fishy, but if she can provide these documents, can we accept them or are we to police the documents- we use E-verify so I imagine that would pick up any thing fraudulent. By the way, her birth place is listed as Mexico on the passport, which looked valid.	
4	Is it legal in Oregon to ask salary/wage for Previous Work History?	
8	We are a multi-state construction company. Employees are hired on a project basis. Projects can be short term, a few days or a week to long term, many months or a year. We have frequent lay-offs. The employees in our industry are union and are used to working for multiple employers throughout, whoever has work available. We often call back the same individuals after a lay-off. The length of the time laidoff can vary greatly, as some work at other businesses in-between and arent available for our next project or sometimes it is just a number of months before we need more ee's for that particular position/trade. Is there any recommendations on when we need have rehires complete new hire in paperwork , such as new W4, new I9s etc. It gets to be a lot of paperwork and with the back and forth individuals can potentially end up filling the same docs out multiple times a yr. Are there any regulations around this? After 30 days of not working, after 90 days??	
8	I remember hearing there was a new CA law around not hiring people who have a felony of some kind. I have somebody that applied for this position and they were convicted of a felony. My policy says I can't hire them, but I would like to hire them. What is the law in CA about this? Do I need to change my policy?	
5	We have applied for an H1-B visa on behalf of an employee, but as of yet we have made no formal job offer to that employee. If at some point during the visa application process we decide to rescind the job offer what would be ramifications to the employer?	
2	I work in the New York office of our company and I went to our Providence office and we did the I-9s for new hires. Two of them had replied for replacements SSNs and Driver's Licenses. What do we do because I am not there? Do we complete a new page 2? Who completes Section 3?	
2	We will be re-hiring a former employee. Resigned 6/6/17 and will re-hire 9/15/17. What new hire paperwork does employee need to complete again? Do we also have to do a drug screening again? Thank you.	
3	Negligent hiring considerations when background check shows recent misdemeanor battery. Warehouse position in GA. EE has been working as a temp via a staffing agency with no incidents in 3 months.	
5	How long is the retention period for applications?	
1	We are a private foundation with 9 employees. Is there a resource where I can go for questions I may legally ask a job candidate (both from a federal and state perspective). i.e. may I ask her what her compensation is in her current position?	
0	Do you have any resources available regarding pre-hire personality testing? Do you any examples of testing questions?	
8	Currently our external job postings do not list all of the physical, mental and logistical requirements of the job - are we required to have these types of ADA type requirements to protect ourselves in the event someone applies to a job and it turns out for some reason they cannot perform an essential function?	
7	Hello, this is for my client Kurtz Fargo. Can you please help in answering how they should go about doing this? I have a quick HR question related to an employee who is going to be working for us off & on while he is still in college. Each time he comes back to work for a brief period (currently he is going to work for about a month), am I required to submit info to the CO Secretary of State new hires, obtain a new W-4, obtain a new I-9, get a health waiver (he is not eligible for benefits), etc?	
8	We have a division in Georgia. We have a new hire completing the the Form I-9. They have presented a foreign birth certificate, along with a certificate of naturalization, driver's license and military ID. Would this be sufficient for the I-9 verification?	
0	Do you know if there is a tax benefit for a company that hires a veteran?	
1	An new employee is insisting that she can use her Medicaid card (which doesn't have a photo but does list her name and social security number) for List C for I-9 purposes. I don't think that is correct; can you confirm?	
4	Just received notice from our background company that they will temporarily stop requesting/verifying salary information as part of our employment verifications beginning on October 1, 2017. Our company is located in 6 states (CA, CO, TX, OH, NY, FL) - if we decide to follow our background companies process, does this mean we can ask an applicant's current salary at their current employer? Can we ask what their desired salary is? or should all of this be removed from our applications and we should notify all hiring managers to not request this info?	
6	Hi, We have hired a driver in August 2017, on his background test we found the charge of Felony & Misdemeanor - PC petty theft. How do we handle such situation? Thanks	
6	We are in Anaheim, CA and our applications still have the box asking if employees have been convicted of a crime?	
3	We do not currently do background checks. An employment law seminar that I attended stressed that there could be liability for discrimination claims when doing background checks, so it isn't something that I have pushed for. We just had an incident where an employee was accused of breaking into a vehicle and stabbing someone and found out that he has been arrested twice previously for robbery. We are a manufacturing facility and do not typically have customers on site. I feel like we need to do something more to provide a safe working environment for our employees. Do you recommend pre-employment background screening? If so, would we just implement it going forward with new employees? How do we determine what is acceptable on a background check and what is not?	
4	Good Morning, I am revising our employment application and would like to know if I can ask the following question. Can we ask if they have any physical hindrance which does not allow them to lift 50 pounds repetitively or operate a piece of equipment over rough terrain?	
6	We are hearing that employers cannot run credit checks even for those employees who handle cash. HB 105. We are in MO.	
5	Asked on behalf of client: We need to write an employment offer letter for CA employees. We have a basic GA offer letter template but we need to revise this for CA employees.	
5	I had a few questions regarding pre-adverse and adverse action letters for the state of KS and MO. Should all potential employees receive a pre-adverse letter? Is there a date sensitive time from the verbal to the pre-adverse letter to be sent and then the pre-adverse to the adverse letter to be sent? Also, can these letters be sent electronically or is best to send via certified mail?	
4	On an employment application, can we ask for compensation history?	
7	Intern has worked out great and is going back to school. He proposed continuing his internship while he is in school. Is there any problem with us having him work remotely and keeping him active?	
8	Looking for guidance regarding the orientation and onboarding process. We require online orientation prior to the hire date. We pay the employees for the time to complete the online orientation, which may occur 1 to 2 weeks before the employee's start date. If we have to pay them for that time, would we still be in compliance with the Form I-9 completion on the day they actually begin working?	
7	We have an applicant who applied for a job. In the interview he mentioned that he did not have a ssn because he was on an OPT 1 . He also noted that he had a sponsor. As a potential employer as far as the I-9 verification what documents should he have that would show he was legally allowed to work in the US? As far as federal taxes are they withheld? Thanks.	
2	New Hire Checklist that includes more than benefits specifics.	
6	If we have an out of state employee, how do we verify their IDs in regards to the I-9 form?	
8	I have a temporary employee who is working with us part time through an agency. We want to hire this employee on as a full time employee of the company, however, there is a conversion fee owed to the agency if we do this within a certain time frame. Would we be able to keep her working part time through the agency, and then part time as a direct employee of the company until the end of the year?	
0	I took an Employment Law Seminar a few weeks ago and would like to know if these employment application questions are compliant with CA laws. This is 1 of 2. Are you a citizen of the U.S., or can you legally be employed in the United States. ____Yes _____No Do you have the ability, with or without reasonable accommodations, to work overtime or travel if travel and/or overtime are required by the job for which you are applying? ____Yes _____No If No, please explain______ CAPABILITY / RELIABIILITY: Have you filed any type of fraudulent claim against any of present or past employers? ____Yes _____No If Yes, please explain___________________________ Will you abide by the safety rules of this company? ____Yes _____No Have you ever been disciplined for violating company safety rules or regulations? ____Yes _____No If Yes, please explain_____________________	
0	Regarding our employment application under CA Law may I ask the following questions. This is 2 of 2: How many days of work have you missed in the last two years? _______ How many times have you been late for work in the last two years? ________ Consistent attendance and punctuality are essential requirements of your potential position. Would you be willing and able to report to work on time every day on a regular and consistent basis? ____Yes _____No If No, please explain_____________________ Have you ever been disciplined or received verbal or written warnings for absenteeism or tardiness? ____Yes _____No If Yes, please explain__________________________ Have you ever been fired, or asked to resign from a job? _____Yes _____No If Yes, please explain_______________	
8	Last part of the employment app. thank you for your help I certify that my answers to the foregoing questions are true and correct without any consequential omissions of any kind whatsoever. I understand that if I am employed, any false, misleading or otherwise incorrect statements made on this application form or during any interviews may be grounds for my immediate discharge. I hereby authorize Cook General Engineering, Inc., to contact any company or individual it deems appropriate to investigate my employment history, character, qualifications and education and I give my full and complete consent to their revealing any and all information they wish as a result of this investigation. I agree that, if I am employed, I will abide by all the rules and regulations of the Cook General Engineering., Inc. I also understand that my employment is at-will and may be terminated by myself or by the company at any time for any reason or no reason at all, with or without prior notice.	
5	I have a small group employer under 50 who has an employee looking to move to Canada. Two questions, can they keep him as an employee? And if not can they hire him as a 1099? Thanks for your help.	
7	We have an applicant who let us know that he can't drive. I asked if this was a temporary thing or an all the time thing. He said it was because he has seizures. He had a seizures a month and a half ago. What would be our liability in hiring someone who might hurt a client if he had a seizure while cutting their hair? What would be our liability if we did not hire him? Can we just offer him a part-time shift?	
7	Hi. Can you advise on rejecting a candidate you interviewed 3 times (or even one time) due to their commute? It is the managers concern and would like to reject, reason is commute. This would be discrimination, as it is up to the candidate as to the commute, as he did come in for the interview. Manager feels he is interviewing other places and taking the first thing he can get since he hasn't been working since May and trying to find work. Management has had issues with those distance between work and home is far. I don't feel this is a reason, especially to document, as if the candidate found out, just like race or child care, that we would be discriminating against the candidate based on where he lives even though he applied and interviewed and knows the commute if selected.	
3	We do not currently do background checks. An employment law seminar that I attended stressed that there could be liability for discrimination claims when doing background checks, so it isn't something that I have pushed for. We just had an incident where an employee was accused of breaking into a vehicle and stabbing someone and found out that he has been arrested twice previously for robbery. We are a manufacturing facility and do not typically have customers on site. I feel like we need to do something more to provide a safe working environment for our employees. Do you recommend pre-employment background screening? If so, would we just implement it going forward with new employees? How do we determine what is acceptable on a background check and what is not?	
6	We are a small private restaurant group in Houston and are about to open our third store in Austin, Texas. Are there any specific hiring guidelines we must change before we open?	
4	We are a residential facility that requires some of our staff to drive clients in our company cars. Are we allowed to ask permission to run a driver's abstract during the interview process since a clean driving record is a requirement for their position?	
8	I am looking for a sample of a contract between a staffing firm and a direct hire candidate. Specifically spelling out that if we present them to a client, they cannot go and work for the client around our back so to speak without a fee. We do not charge a fee to our candidates, we charge the fee to the company doing the hiring. If you have additional questions, feel free to email or call me.	
8	I am looking for a sample of a contract between a staffing firm and a direct hire candidate. Specifically spelling out that if we present them to a client, they cannot go and work for the client around our back so to speak without a fee. We do not charge a fee to our candidates, we charge the fee to the company doing the hiring. If you have additional questions, feel free to email or call me.	
