cluster	question	 
4	hi back heard law required company pay overtime exempted employees believe salary cap law could please forward documents federal law state law california exempt implementing law	
5	follow previous inquiry employee injury happened around midnight saturday night went er sunday called today stating back work tomorrow manage wc claim first employee student finishing assignment end week go back school impact claim	
1	employees company would like buy polo shirts company logo wear work go meet customers etc mandatory wear everyone getting one employees exempt want know could payroll deduction cost shirt company purchase order company credit card cost shirt approx would take anybody minimum wage understand would get authorization make deduction wanted know anything else especially since considered exempt mostly sales team wanting shirts also would requirements could could wear	
16	pepsi cola bottling company new guidance around different levels premium contribution based number hours employee works specifically employee works hours per week company require higher premium contribution employees elect take health insurance	
9	transportation employer handle dot qualification files employee benefits broker provide service outside vendor	
10	made mistake employee payroll paid hour holiday july th eligible holiday pay yet met waiting period steps need take	
0	self insured employee domestic partner added plan given show proof domestic partnership relationship ending longer living together qualifying event dp come employee plan	
14	must employers fl notify employees writing status changed exempt non exempt	
2	employee report tip earnings pos night understand encourage employee submit total amount received cannot mandate responsibility one locations balancing total tips employee reports employee reports make include amount following nights entry think clarify	
2	client situation employee quite time year client verify initial hire went clean company received inquiry dept public service tx said someone employee name social security number submitted request services company tell employee inquiry	
8	employee laid allowed stay company health insurance plans would fall cobra	
10	employer group called asked get employee pay share benefits sick sick time worried enough pay check coverage share benefits best way get fron	
4	employee one day worker comp injury wanting reimbursed day missed law missouri believe example texas days get salary reimbursed thank	
11	looks like california law requires print available sick time balances time cards use payroll system track time use separate system called bamboohr employees access bamboo anytime anywhere see time balances suffice allow us meet requirements law	
8	potential group asking whether preload initial cobra notice enrollment system employees access still meet requirements cobra rules distribution	
16	part time occasionally works close hours point offer benefits hours fluctuate based kids school etc consistency ever old enough stay home alone years road	
4	opt visas applicable retail sales environment position	
17	state washington record retention requirements personnel files benefit records fmla records ada records eeoc claims	
8	could point language states cal cobra required registered domestic partners dependents find information stating true cannot find citation clarify must cal cobra recipients also extend coverage registered domestic partners dependents	
5	exempt staff choose come early hours scheduled shift voluntarily potentially routine basis one dr would like quality time patients particularly days work full hrs come early appointments spread example fridays scheduled pt expectations pts wants come spread encounters want make sure come back pose liability use regarding wages	
9	employee consistently working hours per workweek due tardiness employer provided letter employee advising consequences working hours required eligible ghi employer may terminate benefits consistent employer policy aca requirements employer may counsel discipline employee consistent company policy tardiness employer sure avoid taking action employee medical action may covered fmla cfra ada feha	
4	wc new company previously company pulled back post accident drug testing starting accidents general counsel updating policy terms test weekend employee hit head went er supervisor told would need drug test employee er drug testing hospital send us anything without mro provided couple pages discharge paperwork said test came positive benzodiazephines order allow return would get prescription benzodiazepines sure use er drug test	
10	confirm employee child child domestic partner plan pay post tax deductions example medical plan employee child rate per pay pretax employee dp child rate per pay pre tax post tax employee child dp child rates follow rule rates apply tax perspective thank	
4	client developing wrap document document need include fsa dependent care part wrap doc listing types plans	
11	hi question vacation time employee works part time policy states full time employees vacation accruals part time employees accrual vacation time correct thank prompt answer lucia	
16	regarding sick pay employer may set reasonable minimum increment exceed two hours use paid sick leave set minimum increment hours payroll weekly employee misses hour work one pay period employee need accumulate another hour pay two hours obligated keep track employee	
18	life employer group purchased larger company plan roll current benefits larger company effective meanwhile employee taking unpaid leave larger company continue benefits smaller company issue offering benefits employee unpaid leave since plans yet changed	
16	fms client employee return long leave absence currently cobra released go back work hours per day hours pto wants use hours hours per day client medical contract states eligibility hours per week client hires back full time hours worked hours pto meet eligibility requirements enroll coverage	
5	termination second location las vegas nv employee less two months hired brought ca two weeks bit attendance problem training told supervisors diagnosed ptsd show work las vegas supervisor called called back stated tried commit suicide weekend back work tomorrow terminate attendance	
0	domestic partner coverage mandated employer group health plans state illinois group self funded group health plan asked	
10	employee going fmla starting august th weeks going vacation next week giving total weeks pay vacation	
17	former ee requested copy personnel file obligated honor request	
18	regarding best practices industry norms around merit increases bonus related maternity leave birth related leave	
8	group self funded std plan employee terminated currently benefit possible deduct cobra premiums std benefit month thank	
6	employees nonexempt carrier going show working lunch tomorrow training pay employees attend lunch ca meal break laws	
4	erisa notices sent example know give participants say beneficiaries definition beneficiaries mean mail dependents	
15	employee signed employee coverage wife found losing coverage know add loss coverage also change plan elected stay plan elected enrolled	
0	trying create affirmative action plan found sample plan dol website give specifics information derived based sample plan contractor supposed determine raw statistics value weight weighted statistics determining availability utilization analysis searching online days seem find one item spells determine amounts point kind direction get help creating plan least somewhere gets pretty specific determine formulas need used determine amounts thank	
9	client employees east west coast employee california went work comp december employer growing quickly point processes procedures place therefore offer fmla employer paying employee medical dental vision premium work comp never offered cobra back reduction hours would qualifying event employer policy place leave absence either insurance plan documents state eligibility hrs per week defer employer policies leave absence none exist point either employer open enrollment effective date want offer cobra since qualifying event technically many months ago ok employer offer cobra	
8	must group send cobra general notice time adding newborn parent medical plan	
16	employee handbook changes new lead like fact people using vacation wants change accrual less right weeks alter vacation caps offer compensation hours boss impression change something negative employees also offer positive someone hours cap used need compensate part vacation force employee use vacation company closing offices close week christmas employee vacation force use paid week employee vacation still get week paid	
16	rule meal periods person worked six hours	
14	recently acquired company located california huntington beach california wanting combine companies including time policies deduct pay exempt employee calls sick sick time still need given exempt staff	
8	employee cobra state ca cal cobra sure gets administered direct state ca something need send	
5	long term audit company due complexity audit accounting team asked mandatory ot hours per week advised would effect end august one employees childcare issues able provide hours along childcare issues another personal situation leading take time work sporadically trying make time manager written pip putting required time employee hourly today brought attention specific situation original jd state may need work ot would like think pip offer fmla since big enough personal issue really needs work would like ensure following laws paid times since hourly	
10	employee usual work day hour shifts pay vacation many hours pay one day	
2	employee left company would like contribute maximum amount would mean entire final paycheck would deferred account allowed	
10	would like discuss temporary employees become eligible group health benefits versus voluntary benefits like holiday pay vacation pay definition voluntary benefits	
2	employee called several times recently back issues employed maintenance engineer role physically demanding want know point request seen physician day point	
7	izhivago accessehr com subject fw healthcare coverage dependents hello please advise tax implications dp thank iza emma frandsen mailto emma frandsen veeva com sent monday july pm elie challita cc benefits subject healthcare coverage dependents hi elie may able add partner benefits qualifies domestic partnership tax consequences adding dependent plan cc ed benefits team provide guidance thanks emma mon jul pm elie challita wrote hi emma wondering possible add partner dependent healthcare plan married living together year conditions adding adult onto healthcare plan procedure get done thank elie product manager align veeva systems hacienda drive pleasanton ca phone emma frandsen health wellness veeva systems inc mobile emma frandsen veeva com	
2	extended loan employee begun paying back deduct final paycheck	
13	policy pto get inducement future service lump sum given beginning year also policy says company pay unused pto illinois policy pay unused pto termination done research want hear take	
4	guidance language companies electronic distribution policies general use social media phones etc	
2	medical insurance booklets came employee age listed booklets everyone see everyone else age would agree inappropriate	
17	employee requested copy discipline file give want sure need document receive file sign date something stating requested received file existing employee	
4	thanks misspoke said time cards realize paystubs law indicates provide separate document showing available balance document made available electronically seems like system always available electronically employees would meet requirements right	
5	employee medical condition gets mitigation past weeks called sick left early saying headaches effecting business team need cover work load doctors note stating chronic illness address calls sick leaves early wants work form home	
16	hiring senior level executive hours week going salaried exempt exclude person benefits since person working part time	
4	would like know overtime defined state georgia	
17	filing thought file irs website seem unclear issue	
1	question thinking migrating starting new company completely different company moving employees new company location salary kaiser option healthcare paperwork need complete paper work would employees complete need terminate rehire	
5	employee way company picnic got injured motorcycle accident submitted claim workers comp claim found work related think report osha thoughts	
16	employee worked normal shift came back worked pm many hours need paid overtime	
4	city southgate county los angeles minimum wage ordinance apply us	
18	new az paid sick leave policy download	
6	planning implementing new online time attendance program automatically deduct half hour every hours worked however would also like pay employees lunch break way pay without adding overtime pay reduced rate lunch pay lunch calculation need shown paycheck shown quickley university maryland medical system corporation want make sure form allows employees correct changes time card take lunch form could use post employees notify payroll department changes	
18	client employee leave due workers compensation injury last months california covered fmla cfra less employees	
5	offer alternative workweek arrangements summer require employees approve manager choose work hours extra across monday thursday get work early friday believe submit ballot results state would employees still required provided meal period	
6	company operates states kansas oklahoma texas missouri payroll timekeeping system set auto deduct lunch break deduct minutes per hours worked hour hours worked get break process request time built back missouri employees reporting allowed deduct break automatically correct finding resources reviewed guidance provide would appreciated thanks	
13	employer met psl regulations pto plan employer going separate psl pto two different accrual plans sample psl accrual policy	
11	client question non profit group ee supposed pay part time employee worked eight hours hour period time half regular time exceed eight hours	
4	greetings self funded client revamping wrap spd look definitions dependents spouses concerned sex marriage legal municipalities require contracted business partners offer coverage domestic partners imagine domestic partner definition vary widely across nation resource municipalities required business partners cover dps definitions might would think simple definition would suffice insight greatly appreciated thank kevin	
16	hello employee temporarily goes part time hours week months work project nasa employer still offer benefits ideally group wants state federal issues reconsider	
1	data employers handle benefits employees laid summer client school employees counseling programs schools employees work summer jobs held employees paid employer wants learn like employers handle benefits summer months stats data client gosnold	
10	asking behalf client majors plastic please cc reply carla podraza employee planning transfer another plant disciplinary reasons today hurt yesterday workers comp undetermined period time sling imagine long transfer involve pay decrease trepidations might appear result incident know planned transfer emails discuss plans notify transfer know detailed enough hold lawsuit think particularly litigious transfer going make happy advice long continue current pay rate planned transfer	
8	called friday spoke someone cobra information clear answer key really practically add people never employees plan purposes offering cobra employees colorado	
2	quick question indiana ban box ordinance private companies essentially ask potentially employee start interview process convicted felony know city indiana prohibits big companies moving away asking question currently asking people convicted felony run full background check hire recently effectively rescind offers candidates criminal search came back positive felony convictions thus wasted bunch time money going process	
7	christine primewineandspirits com subject agreement use company laptop example agreement use company laptop thank christine williams prime wine spirits georgia chestnut drive doraville ga office cell fax www primewineandspirits com	
0	group moving union group plan onto union sponsored plan new union plan requires employees pay full buy family coverage would cobra qualifying event group current coverage	
10	understand salaried exempt employees pay reduced salary amount first last week work pay day converted hourly calculate pro rate salary	
10	ca must employers pay pto time termination employee terminated cause rules ny	
2	client arrowstreet something come across believe employee legally separated divorce going final september employee says agreement says spouse paid portion premium right bump insurance need evidence word hate get separation divorce papers know send cobra notification stay insurance months keeps payments getting ready send notice need know documentation really need employee	
16	think aca requirements fine employee reduced part time hours starting around may nd rd week august internship school requires work different hospital originally though hours would reduced weeks extended august	
18	offer paid holidays	
13	follow yesterday inquiry pto policies may create pto policy specific group employees remote employees subclassify differences policy daytime pto nightime pto employee asked tax form make exempt taxes understand must provide cannot advise correct	
4	laws florida vaping workplace allow regular smoking inside facilities also ban use vape cigarettes also rewriting employee handbook send thinkhr final review make sure compliance throughout handbook	
1	employees direct deposits set go check cashing company someone else account rent reasons employers able allow direct deposit options would liable risks	
18	benchmarking bereavement leave	
4	recommendations pto tracking software	
11	online training material employees complete required keep job progress company obviously done clocked paying employee training provided enough paid dedicated training time outside normal work time employees complete course work could give access complete training home time would based average completion time employees ever completed online training material	
11	looking table state rules vacation time compared thinkhr resource	
8	alisa phanthao gcgfinancial com subject cobra extension good morning certain situations employer extend coverage cobra member beyond month period law research document located https www dol gov sites default files ebsa ebsa activities resource center publications employers guide group health continuation coverage cobra pdf section maximum periods page document indicate plan however may provide linger periods coverage beyond maximum period required law please advise true circumstances	
4	hello process preparing eeo reporting address new report changes identified employees declined identify race ethnicity process forwarding employees voluntary self identification forms completion expect participation understand federal contractor required make visual assessment purpose ee reporting members team believe ought making assessment hire logging information payroll system adp understand case believe visual assessment conducted reporting season required permanently capture data payroll system employee declines self identify hoping get sound feedback best practices thanking advance latoya young	
4	salary reports surveys share us	
1	employees paid commission bonus addition salary may employers employee consent require employees forfeit unpaid commission portion upon employee termination	
18	looking guidance situation facility fabulous na seizure feels anxious seem increasing frequency strength concerned safety safety residents seizure leave facility rest shift leaves remaining working short options protect everyone involved	
13	pto policy states employee gives works week notice remaining pto pay normal amount final paycheck submit work adequate notice quit pto given operate states wanted know policy would hold ks ne co tx hi states would require pto payout would require payout ok response nebraska colorado require employer payout earned vacation time upon separation kansas texas hawaii leave payouts vacation time separation company policy therefore states employer may provision payout vacation two weeks notice payout vacation two weeks notice references information included always recommend reviewing new modified policies counsel prior implementation kansas employees entitled payment unused accrued vacation employer policy practice paying unused vacation time source https www dol ks gov laws faqlaws aspx nebraska employers must pay earned vacation time accrued vacation time part employment agreement due payable wages upon termination employment source http dol nebraska gov webdocs resources statute wage payment collection act pdf colorado vacation pay earned determinable must paid upon separation employment terms agreement employer employee dictate vacation pay earned source https www colorado gov pacific cdle vacation texas employers required payout accrued unused vacation leave upon separation employment creating vacation leave policy employers describe whether company pays employees unused vacation leave leave company source http www twc state tx us news efte vacation sick leave html hawaii employer may lawfully establish policy enter contract denying employees payment accrued vacation leave upon separation employment employee entitled pay vacation benefits unused period employment unless express policy contractual obligation contrary see http labor hawaii gov wsd vacation sick leave please note information provided herein practical hr legal advice please call website additional questions appreciate feedback please take moment tell us click begin best regards samantha kwan phr shrm cp hr advisor thinkhr provides practical human resources information guidance based upon experience industry experience clients thinkhr services intended substitute professional advice thinkhr services designed provide general information human resources business professionals regarding human resources situations commonly encountered given changing nature federal state local legislation changing nature court decisions thinkhr sponsoring business cannot guarantee information completely current accurate thinkhr services include constitute legal business international regulatory insurance tax financial advice use services whether phone email via website shall indicate acceptance thinkhr user agreement thinkhr http www thinkhr com http www thinkhr com emailers imgs thinkhr small png confidential company communication intended recipient forwarding copying sharing message included attachments illegal punishable law statement confidentiality contents mail message attachments confidential intended solely addressee information may also legally privileged transmission sent trust sole purpose delivery intended recipient received transmission error use reproduction dissemination transmission strictly prohibited intended recipient please immediately notify sender reply mail phone delete message attachments	
1	one groups approx employees company selling one half company assets including employees investment firm vp requesting hr team provide list employees enrolled group health benefits elections costs hr team sharing list employees elections could discriminatory based spouse dependent coverage	
2	company require employee use personal phone company business require employee cell phone employees trade distribution company	
0	group medical plan renew dental plan renews life insurance renew create wrap document	
0	group wishes eliminate ltd plan paid employer steps would need take	
2	andrew darrow opusadvisory com subject fsa question hello please advise employee share trip reduction program put fsa employee share pre tax thanks andrew would like see someone else answer question payflex contract consultant ends friday would really like finish something working leave copied jeanne cosme contact going forward question case forward someone payflex employees maricopa county includes phoenix required participate trip reduction program many large major cities wondering employee cost purchase bus light rail pass considered pre tax commuter fsa issue program bit different give bus rail pass employee use current month charged following month advisor group receives invoice previous month utilization itemized employee number times used pass billing employee amount used pass preceding month understanding fsa commuter benefit employee declare commuter cost upcoming month program declare usage month fact use fsa commuter benefit program	
15	client small non profit group situated michigan issues funding subsequently became delinquent premium payments carrier carrier advised cancelling group plan coverage end processing claims april meantime employees continuing pay portion premiums date carrier cancelling coverage april would employer responsible refunding employee portion premiums would need refund based april july coverage ends please call send email message ask angela however available beverly peete	
14	payroll use justworks platform employee transitioned hourly salaried position noticed getting two paychecks hourly ran yesterday incorrectly exempt salary going today okay deduct gross hourly check salary check overpaid	
15	lori riley clspartners com subject question regarding life event hello know answer please provide irs back info provide client respond lori riley subject question regarding life event hi lori quick question employee wife longer covered employer insurance employee cannot add enrollment correct add wife children coverage example wanting enroll std ltd optional life sp life addition adding wife child medical thanks emily mcgee	
3	employee signed form upon receiving uniforms states property lost bottom line authorized deduct cost wages upon termination uniform turned deducted final wages allow us make deduction since signed authorization turn uniforms	
13	information policy employers require minimum personal auto limits employees drive personal vehicles company use	
3	gave loan employee sign authorization form repayment email states pay us back upon demand know suppose signed authorization running payroll today deduct paycheck fails sign authorization form pay separately check last day	
19	client foothills gateway wants know long keep short term disability long term disability paperwork	
8	hello thinkhr small group lives going business end july closing doors terminating everyone happens group health insurance offer cobra company going business selling anyone acquired neither parent company subsidiary situation options health insurance employees end july thank	
14	employer closed half day right th july holiday required pay non exempt employees	
9	looking documentation erisa stating employer group entitled cost data carrier	
11	paid time accruals typically operate employee continue accrue time employer cap accruals therefore time employee reduces balance cap able accrue amount back cap situation employee reduced balance one day able accrue one day get back cap please note information provided herein practical hr legal advice please call website additional questions	
3	new employee salary started yesterday taking national guard training next week required pay regular salary ask use pto prefers request unpaid leave sign payroll authorization form	
2	employee waiting call back post accident drug test employee employee home went er er release drug test us needed send today rd party screening lab said way getting want send uber taxi clinic get tested okay fell bathroom banged head restrictions er general paperwork clock	
5	new employee presented green card expired continue work apply updated green card long take	
4	hello asked times new nevada laws pertaining non compete agreements wage discrimination signed law nevada governor end bill text available nevada legislative website indicated act becomes effective upon passage approval however th thinkhr website nevada compliance updates alerts section indicates effective date find effective date listed anywhere else legal sources checked indicate effective date changes client nevada office concerned compliance changes need confirm date take effect please confirm	
1	employees work distribution centers reno nv georgia always applied ca laws employees cost effective company primarily overtime costs make changes policies practices based respective state laws communicate	
11	employer received letter state dor requesting child one part time employee health care coverage employee part time employer still obligated offer employee health insurance others part time employees employee want take insurance afford employer obligation penalized dor	
13	one employees inquired cashing paid time policy however would prefer employees use pto rather cash also maximum carryover end year want avoid employees taking advantage pto cashout thus avoid losing pto exceeds max carryover standard common best practices allowing pto cashout want policy allows however completely idea either could establish internal policy setting specific parameters cashout	
9	hello confirm employee fmla employer required save specific job job thank cassie lowery	
16	hi received question large group employees technician disabled last quarter april may june worked hours daily average hours need continue offering medical coverage	
2	employee comes back fmla reinstate job	
16	changing one employee hrs per week hours per week maintaining ft compliant	
19	given someone week layoff notice due budget cuts know also surgery weeks unable work weeks apply temporary disability apply unemployment eligible staff months	
5	pbutler lacare org subject working home hi employees going work home required provide example computer proper chairs etc guidelines following patricia lee butler senior hr business support services human resources	
2	employee ltd claim since maintained medical benefits making monthly payments portion medical premium ltd claim ended want return work company ask employee pay full medical premium time working	
9	exceptions truck drivers flsa classified drive employer truck concerned may misclassified employer directs work sets schedules	
4	question client half price books currently provide cobra general notice part new hire packet given employees first hired part open enrollment information given employees year sufficient compliance member adds spouse open enrollment first get hired required send separate notice spouse added one two times	
17	send guidance manage personnel files documentation employee physical therapy tied workers comp claim sure file	
1	provide employees gift cards incentive reward gift cards taxable less reconcile taxing employees past company wanted bear tax cost reduce employee earnings	
17	filing requirements know medical information go personnel file dmv records background checks terminated file together	
1	regarding paying pt employees pt employees presentation convention organizer convention wants give bonus employees typically paid per event mc bars convention require travel includes training mandatory attend pt employees go company benefit training receive directly related work	
19	company several locations different tax id numbers employees work multiple locations questions disability insurance come employee location also apply family leave disability	
5	hire someone contract work weeks without making employee	
0	thinkhr newsletter sent clients one topics following employers offer group health benefits need ready respond employees providers request benefit documents addition routine requests plan documents summary plan descriptions spds employers need prepared handle new type request documents related plan compliance federal requirements mental health substance use disorder benefits client forwarded us question see bcbs plans offer mental health behavioral health substance abuse coverage second item indicates may disclosure requirements regarding benefits frost recommend	
7	terminated manager yesterday possession company laptop set filter send business email personal email delete forward gmail account	
9	employer creates outcomes based wellness program offers discount employees premiums part steps employees doctors required check areas cholesterol high blood pressure high risk checked dr high risk required participate disease management program checked high risk take steps employer breaking hipaa laws requesting form provided rd party type program breaking laws	
2	run background check specific employee ran background check someone candidate recently found misdemeanor kind record job want make sure record running vendor idea got information says convicted charged felony employment initial background check want rerun background	
0	hey first question listed think something important left answer irs policy letter came year chief counsel advice would dictate withholding types premiums pre tax makes benefits taxable something employers participants would want avoid possible send addendum reading question vague answer could easily lead non erisa client think offer pre tax withholdings question company deduct premiums voluntary cancer specific disease policy pretax basis answer types policies may included employer cafeteria plan also called plan allows employees make pretax contributions group policies offered employees majority voluntary cancer specific disease policies offered individual insurance market available group policies even voluntary benefits available group insurance policy employers prefer exclude voluntary benefits cafeteria plans avoid potential complications employee retirement income security act erisa erisa plans subject numerous requirements including requirements plan documents summary plan descriptions annual reports form voluntary benefit plans generally exempt erisa provided employer contribute sponsor endorse plan offering voluntary benefits cafeteria plan however considered employer endorsement may trigger erisa compliance requirements thank michelle michelle conrad hia mhp acs regional director account services cobecon burt st suite omaha ne direct cell fax hey first question listed think something important left answer irs policy letter came year chief counsel advice would dictate withholding types premiums pre tax makes benefits taxable something employers participants would want avoid possible send addendum reading question vague answer could easily lead non erisa client think offer pre tax withholdings question company deduct premiums voluntary cancer specific disease policy pretax basis answer types policies may included employer cafeteria plan also called plan allows employees make pretax contributions group policies offered employees majority voluntary cancer specific disease policies offered individual insurance market available group policies even voluntary benefits available group insurance policy employers prefer exclude voluntary benefits cafeteria plans avoid potential complications employee retirement income security act erisa erisa plans subject numerous requirements including requirements plan documents summary plan descriptions annual reports form voluntary benefit plans generally exempt erisa provided employer contribute sponsor endorse plan offering voluntary benefits cafeteria plan however considered employer endorsement may trigger erisa compliance requirements thank michelle michelle conrad hia mhp acs regional director account services cobecon burt st suite omaha ne direct cell fax	
0	hey first question listed think something important left answer irs policy letter came year chief counsel advice would dictate withholding types premiums pre tax makes benefits taxable something employers participants would want avoid possible send addendum reading question vague answer could easily lead non erisa client think offer pre tax withholdings question company deduct premiums voluntary cancer specific disease policy pretax basis answer types policies may included employer cafeteria plan also called plan allows employees make pretax contributions group policies offered employees majority voluntary cancer specific disease policies offered individual insurance market available group policies even voluntary benefits available group insurance policy employers prefer exclude voluntary benefits cafeteria plans avoid potential complications employee retirement income security act erisa erisa plans subject numerous requirements including requirements plan documents summary plan descriptions annual reports form voluntary benefit plans generally exempt erisa provided employer contribute sponsor endorse plan offering voluntary benefits cafeteria plan however considered employer endorsement may trigger erisa compliance requirements thank michelle michelle conrad hia mhp acs regional director account services cobecon burt st suite omaha ne direct cell fax hey first question listed think something important left answer irs policy letter came year chief counsel advice would dictate withholding types premiums pre tax makes benefits taxable something employers participants would want avoid possible send addendum reading question vague answer could easily lead non erisa client think offer pre tax withholdings question company deduct premiums voluntary cancer specific disease policy pretax basis answer types policies may included employer cafeteria plan also called plan allows employees make pretax contributions group policies offered employees majority voluntary cancer specific disease policies offered individual insurance market available group policies even voluntary benefits available group insurance policy employers prefer exclude voluntary benefits cafeteria plans avoid potential complications employee retirement income security act erisa erisa plans subject numerous requirements including requirements plan documents summary plan descriptions annual reports form voluntary benefit plans generally exempt erisa provided employer contribute sponsor endorse plan offering voluntary benefits cafeteria plan however considered employer endorsement may trigger erisa compliance requirements thank michelle michelle conrad hia mhp acs regional director account services cobecon burt st suite omaha ne direct cell fax	
11	wanted see employee transitioning full time part time need cobra notice canceling benefits	
5	employee injured job went wc clinic going home day remained clinic longer scheduled work day must compensate employee time clinic ca released return work restrictions	
8	employee dob assuming became entitled medicare february employee spouse became eligible cobra months ends cobra qe due spouses retirement sold company asking spouse eligible months cobra due employees medicare entitlement date believe months employees medicare entitlement date spouses cobra eligibility date want make sure overlooking anything though advise correct reason spouse would eligible months cobra	
13	looking create company policy around phone reimbursements work phones info stored onto company property	
3	since construction company lot employees field employee email address provided us personal email address communicate regarding company events benefits etc personal emails without form authorization	
4	would like know documents stored forms keep identification information well	
8	cobra administrator tpa client employee left employment moved holland employee emailed us address holland asked send cobra offer mailing address first former employee working us work visa non resident still entitled cobra second obligations mailing cobra offer internationally typically send via certified mail proof mailing certified international mail appears costly send via usps first class international simply take photo envelope retain receipt records	
1	get documents electronically signed adp offers ability load policies online capability employees acknowledge receipt electronic acknowledgement reports sufficient show signature even though electronic signature	
4	one clients wants update employee handbook updated years wants make sure includes required language recent laws included list ny laws must included handbook	
0	nmiller gulfshoreinsurance com subject employee contribution question good afternoon renewing group effective enrollment much higher anticipated believe resulted employees offered coverage first eligible electing open enrollment problem addressing separately question us employee contributions open enrollment meetings employer contribution across board communicated employees via employee handout offer base plan two buy plans employees pay bi weekly basis difference actual premium regardless plan tier elect enrollment employer experience increase contributions plan annually planning question change employee contribution point lowering er contribution per employee across board january contributions thanks norma cid image bd png norma miller cebs clu hia hcsa account executive goodlette road north naples florida direct fax gulfshoreinsurance com reminder valued client gulfshore insurance access thinkhr twitter facebook linkedin pinterest	
1	hello branch recently opened san diego two employees working small space wondering post large labor law poster two employees advise guidance appreciated thank tera hoover	
4	provide record retention guideline employment benefit related records	
10	thinking hiring person outside phone calling hoping pay yr commission sales make even legal would better making independent contractor commission basis legal make employee paying annual salary plus commission latter okay threshold dollar amount paid	
4	recordkeeping requirements	
10	hour salaried employee option separate position salaried pay hourly rate perform another job	
4	legally post jobs	
15	employee mn called regarding paying child support ex wife one receiving child support incarcerated custody children stop child support submitted petition court	
4	set drug testing time limits instance give employees minutes complete drug testing	
4	receive many requests employment verifications employers interviewing past current employees taking lot time resources required provide information employers required information allowed required provided ne ia	
4	hello believe either california law federal law requires spouses sign employees loans distributions could send link referenced law thank	
2	employee complained heart attack symptoms nursing staff facility checked recommended employee said liable situation	
15	life event question husband employee full time employer made eligible coverage enrolled dropped part time makes ineligible coverage would eligible coverage client previously enrolled spouse employer plan thanks	
8	employee dependent reaching age employee losing coverage long cobra person months months	
19	new york state statuarydisability benefit policy apply company located texas employee state new york employer headquartered state texas offer short term disability employees texas penalized offering employee state new york	
15	jsmith crawfordadvisors com subject american association intellectual developmental disabilities hello situation dc healthlink clearly loss coverage thanks situation dc healthlink employee whose husband went active duty dropped insurance went better cheaper however coverage ended person forced wait august coverage kicks reason would allow go select plan site life event occurred since rule coverage begins st month following month signing coverage set aug communication almost months prior husband insurance termination coming active duty assured us would gaps coverage insisted could sign life event occurred sure done especially since communications writing promising gaps coverage also ask paper work confirming husband insurance ending chose dishonest lied said coverage ended say june would conversation anyway said sent case small business section review mean time employee husband kids including month old insurance aug jeanne smith account manager hours crawfordlogo international circle suite hunt valley md direct local free jsmith crawfordadvisors com fax fb email like us twitter bird small follow us linkedin email connect us ca email	
4	currently updating handbook indiana wondering laws relating handbook content compliance side aware past year	
1	regarding cell phone payments employees use phones anything changed law since implemented currently reimbursing employees cell phones even required use phone sparingly position thank	
