cluster	question	 
1	An employee has given notice and is leaving under good terms. Do we need to get a resignation statement in writing from the employee? Thanks.	
2	We have an employee that has been written up several times in the past year. We have heard she will be handing in a resignation letter with a termination date in November. If we receive the resignation letter we can terminate immediately instead of waiting correct? We have a policy in our handbook that states "Mosaic Clubs & Resorts reserves the right to have you leave work immediately upon receipt of your notice of resignation and is not obligated to compensate you for your notice period.". Please advise. Thank you.	
2	I am terminating an employee in New York for the first time. Can you tell me what I need to consider when cutting his final checks? Thank you, Teresa	
4	Employee resigned with two weeks notice. Can we pay her out instead of having her work through the notice?	
5	A long time employee has just given us new documents EAD, SS Card. He did not elaborate as to why. How should it be handled?	
5	An employee began medical leave on 7/24. He showed up on 8/10 and provided a 2-week notice. The manager turned around and terminated immediately. His check was not issued, how do we handle that and sick pay since he was on leave? Will he be eligible for unemployment? Is there liability since he was technically on leave? We did not receive a release back to work.	
6	The company is terminating an employee for gross misconduct and are having them arrested. Can they withhold final paycheck to recoup some of the cost?	
2	I have a question about severance payments. My boss read somewhere that the following items were not to be withheld from severance payments: state income withholding tax (if applicable), medical insurances (health, dental, and vision), 401k contributions and loans, and life insurance. Can you confirm this? Thank you!	
1	Via Voice Mail. Please call: 423-505-2115 We had an employee attend a rally over the weekend (Alt Right Rally). The employee was accosted by another employee due to their attendance and there was also a Facebook post alluding to the fact we employ Nazis. We are unsure how to handle this situation. Please call.	
2	Sent a termination letter via certified mail to employee home however it wasn't delivered. What do I do now?	
1	We have questions relating to exit interview process, and whom we can and should not share information with internally.	
1	We have an employee that admitted to stealing from us. They are in charge of ordering copper wire. In reconciling the invoices with inventory we discovered the theft, and the employee openly admitted this, stating they had a drug problem. Can we terminate, or are we forced to permit the employee to attend rehabilitation?	
1	We have an employee who we are considering terminating due to poor work quality - employee has not been brought through the usual steps of verbal, written, suspension, termination. He is in three protected classes due to his age, ethnicity, and disability. The immediate problem is that the errors made are extremely costly to the company and have to be reworked.	
2	Looking for best practice and guidance on termination.	
5	Can we terminate an employee who is knowingly associated with hate groups and regularly uses racist rhetoric on social media? One of our employees attended the "Unite the Right" Rally in Charlottesville over the weekend. Upon returning to work, he was accosted by another employee who began calling him a "F@#$ing Nazi" and accusing him of murdering people. Then , the employee posted to social media that our business knowingly employees a nazi and that everyone should boycott our business. You may contact me directly at (423) 505-2115. My name is Jason Gill. 25 min	
1	We had an employee that terminated, and we inadvertently overpaid by one full day. We still owe this employee a 30 day payout per our agreement. Can we reduce the 30 day payout to recoup the overpayment?	
6	In California, when an employee voluntarily terminates, I know we have 72 hours to deliver a final paycheck. I know that mailing a paper check within 72 hours meets the requirement, is it the same for initiating a direct deposit within 72 hours, even if the actual funds won't hit their account until a few days later?	
3	An employer verbally resigned to the President/CEO this morning. He didn't provide a letter of resignation; how should we go about requesting that?	
2	Do you have information about job abandonment and terminating an employee for no call no shows?	
4	HR Risk: Sister NP organization with 4 employees and the ED of operations and fund raising. ED has been having performance issues; not completing grants therefore delayed and loss of funding. Last week she missed a deadline again re funding. Employee was on a short leave for surgery which employer accommodated; upon return to work the employee was fully released to work. She has had follow up chemotherapy with the release to work. The employer would like to consider termination. Considerations?	
5	We have someone who filled out a contract who said he would repay relocation if he didn't work for us for at least 12 months. He is not showing up for work. You will agree to work for at least 12 months, voluntary termination prior to this time, full reimbursement is due to the company. Can we withhold the money we have already paid for him? He is not showing up to work, starting last week. He is stating that if he gets fired he won't have to repay it.	
6	We have an employee who showed up to work on Friday, and then advised at the end of that day that they resigned. We know we have 72 hours to provide the final paycheck. Is that 72 work hours? If we issue the check today and send it via overnight courier are still in compliance?	
0	Our company is headquartered in Denver, CO, however we have a remote sales force based throughout the country. Recently we terminated an employee that is based in San Diego, CA. If we have a company policy in place that states we do not pay out any unused PTO when an employee leaves the company for any reason is that policy valid in California?	
1	Two employees: one in California and one in Arizona. This is the first time we have ever terminated employees. We used to offer vacation - and they have some accruals - is it paid out? JustWorks is our PEO. If Arizona does not offer mini-COBRA, does benefits simply end? These are both at-will states - how much do we need reveal - what language should we use? Our founder is terminating these employees because their current skills are not relevant to the direction of the company but he wishes to call it a termination for cause. What is the difference procedurally for firing versus layoff - any tax implications? Sample termination letter?	
1	What methods can we use to deliver the pre-adverse action notice?	
4	I have a new hire office, manger position, started 2 and a half weeks ago. Around 2 weeks ago she emailed me that her dad has passed away. She keeps promising she is coming back to work. Has not been back to work. Searched online for dad obituary and could not find. Situation seems fishy. Want to terminate. Would like to discuss. She was here almost a full week and the following Tuesday she emailed that her father had a stroke. I responded and I did not hear back for two days, she emailed that her dad had passed. I told her we allowed 3 days bereavement for family members and I told her I was flexible for vacation. I emailed her for an update for Friday and told her we would like to attend the visitation/funeral. She emailed the funeral was that morning and would be in the next day. Now she has set times she would be in and kept pushing it out. It has been a couple weeks. I have checked for obituaries and the address of her parents and it sounds like he is still alive according to the church bulletin. Can I let her go for cause? Today was no show/no call. I think I emailed her last on Friday. Her emails are all at 5am. There are a lot of red flags.	
4	We have a part time employee who works in an offsite location. She sent an email requesting a pay increase. We responded that we would have to look at the review process first. She walked out on Thursday and did not return or respond to our calls until this morning, which was beyond the three day no call no show. There was a follow up conversation with the employee this morning and she advised the place up the street is paying more, so she was going to apply there. Are we still able to continue with the voluntary resignation?	
6	I think an employee is trying to use up their vacation time and then quit. If they take more than they accrue can the employer deduct the amount from their final paycheck?	
4	We have an employee who has been here a little over a year. She constantly has garnishments. She is on her 4th garnishment and we got a call that another one is being served. Is there a way we can legally dismiss her because of this?	
2	Can you please send information about job abandonment?	
1	I have an employee, located at our Florida office, that I believe has substance abuse issues along with financial issues that are affecting their level of work productivity. This person also has a high level of absenteeism and has used up all his sick and vacation pay, and now has been forced to take sick days without pay. The manager is more than likely going to terminate him. What should we be doing from an HR standpoint to be documenting things he has done, etc? Do we have grounds to terminate for this behavior? If we do terminate him, are we forced to pay unemployment to him or are there situations where we wouldn't have to? What would be the best way to handle this situation. I am not familiar with FL unemployment and what this employee is entitled to. Please provide step-by-step termination directions and what you would advise on how to handle this situation. Thank you!	
4	One of our employees has gone on disability for trouble with her knee. Her surgery is scheduled for October, but we never received any medical certification. We had a layoff on Friday so we had to let her go because we needed someone in the area. She is asking if she can get disability and unemployment at the same time.	
1	As a follow up to my previous email.... The employee that submitted a resignation letter effective in November but we are accepting the resignation now instead of later holds a position that has a base compensation plus earns commissions on banquets. This person has booked banquets in the next few months. Do we have to pay the full commission for these banquets? Can we prorate since they will not be involved in the banquet, what are we required to do?	
4	We have a new employee who had pre-requested some days off. After those two days, she contacted us to say that she'd been in a car accident. We have not heard from her. We've contacted her and her emergency contacts, with no response. What do we do?	
5	We had an employee that quit and I mailed him his last check in July with a return signature card etc., Just today I received the envelop back with a non-deliverable tag. I do not have a valid phone number for this former employee. What other lengths do I need to go to get him his check?	
4	A client had had a cleaning/housekeeper on the payroll for a while. He told her he doesn't need her anymore. Her last day is tomorrow. She texted me and asked me for a letter stating that her position has been "eliminated". Strange way to put it but you said I would have some HR resources. Can you help me with this? My question is: Is there any negative to providing this letter? Why would the employee be asking for this? What is our appropriate response?	
2	Dan called in with a request for sample termination letter when letting go an employee, for cause. He requested this response to be sent only to Dylan.	
4	(spoke to Amy) We terminated an employee under at-will. We chose not to discuss the various PIPs she had been on. She emailed us asking for her job back. How should I respond? We have no intention of rehiring her.	
5	An employee was terminated for cause last Monday and he was not given his final check and he picked up a payday check Wednesday. He was told he could pick u his final check over the weekend and it was not ready. We mailed out terminated employee's checks (it was not mailed out). He is upset and he has already filed a UI claim. It is now the 6th. We have it, its ready. He texted our chef and said he will not pick it up and he does not trust us and he is filing a TWC claim. Today is the 6th day and he is demanding hand delivery. Can we mail the final check? I will email him and take the chef out of the mix.	
6	An employee was involved in a Workers Compensation accident. After 7 days of the accident, the Medical Review Officer (MRO) disclosed the employee was under the influence of cocaine. The employee was notified he could not come back to work as the company policy does not allow drugs or alcohol at any given time. Do we have flexibility issuing the employee's final wages? How many days do we have to process final wages? Since it took the MRO 7 days from the accident to determine the employee was under the influence.	
0	Can you tell me what states other than California require earned/accrued PTO be paid out within a year when the employee terminates?	
6	When someone leaves and gives us notice when are we required to have their final paycheck?	
5	We terminated someone and gave him a severance letter, he signed and had it notarized but gave him 7 days to revoke it. In an email he stated that he would not revoke it, should we wait the 7 days or can we use his email as validation? Also can we do direct deposit or should it be a manual check?	
1	We're a MA based company with a few EE's in an office in Charlotte, NC. 1 of those EE's resigned. What needs to be provided to them and when?	
5	We have a service manager who is leaving. He put in his two weeks. He over-purchased without authorization. He has been a service technician in the past he is probably going to be working for a client. In the meantime we have been getting calls for him, and he is receiving calls direct to his cell phone about service jobs for customers, to be handled under the table. How can I approach this employee about this? We do not have a non-compete agreement.	
5	We just terminated an employee last Thursday, who is a salaried employee. He only worked for about 28 hours last week and we paid him for that 28 hours he worked accordingly. As he was working half day on Wednesday and Thursday. Do we have to pay him full-day for Wednesday and Thursday that he worked for half-day? The owner told me we do not have to pay overtime if its over overtime - they are hourly employees in the office. They are not the transportation employees.	
2	Can you send me a termination checklist for voluntary and involuntary terminations?	
1	We have an employee who we need to terminate in South Carolina - He is very highly paid - there are performance issues but he may not have been advised of these. Can we still move forward with termination? There is a contract that requires we provide 8 weeks advanced notice. If the person was to come back on us, what amount could they get?	
6	What is the best practice around delivery of a final check for a terminated employee and the processing of a resignation?	
3	If an employee is in jail and has no way to call us to let us know about his whereabouts, can we terminate due to our no-call/no-show policy?	
2	Can you please indicate where I can find a copy of the DOL to provide to an employee we are terminating? We are located in Georgia. Thanks	
1	We are laying off 5 employees from our mid-size company. 4 of them are over 40. What are the requirements for EEOC and the list that we have to provide for age, etc.? Does the list include employees that were not selected for the layoff?	
1	We are terminating an employee in Oregon. Are there any notices, flyers, brochures, etc. that are required for distribution?	
1	We have an employee that we want to terminate for performance issues. We would like to offer him severance. Do we have to have an agreement in place in exchange for payment?	
2	I am planning on selling my business and I am looking for a confidentiality agreement that is more expansive than the samples that you offer. Do you have any other sample documents? I would like something that references HIPAA.	
4	We have a client who was planning to lay off an employee and eliminate the position to combine those duties with another position. The eliminated position happens to be the person over HR. It was later discovered that she failed to verify an employee's eligibility to work in the United States and later falsified documents relating to the matter. Our client feels she her actions of falsifying paperwork were to protect the company not necessarily hide her own mistake. Our client is now trying to determine if they should terminate her due to the hiring issue or continue with the lay off as previously planned. Our client feels that she is the type of person who would bring action for wrongful termination as her duties would be transferred to a male and she is a female. Any guidance would be most appreciated.	
4	an hourly non exempt employee that has not showed up to work or called to let us know she would be out,and today is the third day of no call no show. We have had multiple people try contacting her, hr included, but she is not responding. At what point is an employer able to treat as job abandonment? Thank you.	
0	We have a GA based employer that is letting go an employee from Texas and we are wondering if the state law says that you must pay out employees for unused vacation time. In Georgia you do not have to but in Colorado you do.	
1	We are in Texas and we pay 1-15 on the 15th and 16-end of the month on the last day of the month. We have an employee we resigned with the last day on the company holiday. Do we have to pay for the holiday? How would be compensate her for the days she did work?	
3	My boss said that employers in California can no longer state that an employee is not rehirable anymore during an employment verification. Is that true? Has there been a change to a law?	
6	FU https://rockstars.thinkhr.com/portal/abase/resolution_form_2013_v2.php?issueID=307293&responseID=309483&clientID=15230 For MD and Virginia: Distribution of final paycheck for deceased employee?	
4	Nora also joined us. Employee was let go last Friday. She phoned asking for a copy of her personnel file. This employee was fired for cause. I have my notes for that, but have not put those in her file. We recently had a domestic incident - two employees were fatally shot. This employee made racial remarks to others about the incident. We chose to fire her. My notes have witness statements and therefore, I'm reluctant to make these part of her personnel file. We decided that no amount of counseling would help her.	
5	We had an employee who was supposed to report onsite on Wednesday of last week. He never called/texted/or showed up, etc. One of our requirements is that he has to work onsite at least week, otherwise we cant keep him on. Prior to that, since his recent hire, we allowed him to work from home, and he would contact us and we would assign work. We gave him a month to figure out transportation down to the office. The month was up and we expected him at the office last Wednesday. He was told in person and in writing about this expectation. At what point can we terminate?	
3	Is it the law when you terminate somebody and they are a temp employee, does the temp agency have to follow a different rule?	
0	This group currently calculates imputed income on the group term life over $50K. Do they need to calculate the taxes on the imputed income for vacation that is paid out when someone terms?	
3	Workers comp - falsifying claim Customer in Durant OK. Over 300 employees with common ownership. C Carol A. Anderson Senior Benefits Consultant INSURICA Tulsa 918-760-5420 Begin forwarded message: Carol A. Anderson | Sr. Benefits Consultant INSURICA (r) 406 S. Boulder Ave., #500 Tulsa, Oklahoma 74103 P 918.346.6977 | M 918.760.5420 | F 866.519.7229 carol.anderson@insurica.com From: Leigh Rapier > Date: April 11, 2017 at 4:57:59 PM CDT To: Carol Anderson > Cc: Robin French > Subject: Workers comp - falsifying claim We have an employee that filed workers comp saying she was injured in the parking lot at work. After further questioning from Tribal First, she told them it happened on Sunday when she was leaving church. Can you check with your legal area or Think HR if there are any legal ramifications if we reprimand or terminate her due to false information. She has wasted company dollars due to time and effort it has taken to handle this. I know we couldn't have terminated her due to filing workers comp... However this is now a different situation. Can you ask your legal area? Thanks Leigh Sent via the Samsung Galaxy S7 For your protection, any request to change existing coverage or to bind new coverage must be confirmed by this office. This communication, including attachments, is for the exclusive use of addressee and may contain proprietary, confidential and/or privileged information. If you are not the intended recipient, any use, copying, disclosure, dissemination or distribution is strictly prohibited. If you are not the intended recipient, please notify the sender immediately by return e-mail, delete this communication and destroy all copies.	
2	Hi - Is there any off boarding material avaliable?	
3	When an employee is let go, must in be in writing? Reason for termination is a lay off - not filling the position going forward.	
0	I have 2 questions: 1. Commuter benefits. Terminated employees who have money left in their account. Is the company obligated to reach out to the participant regarding their balance. Do they forfeit that money? What is the employer obligation when participant do not close out their account, and funds are still coming out? 2. Termination. An employee living/working in the state of California terminated on 4/14/2017. We didn't pay until on Tuesday, 4/11/2017, are we obligated to do anything since she was not paid on her termination date of 4/14/2017? Also, our PTO policy stated that employees must meet 6 months of employment to be eligible for PTO payout. This person did not meet this criteria but lives in CA and we don't know if the state law supersede our policy. Are we obligated to payout her PTO hours since she lives in CA? Thank you.	
0	We have a policy stating that vacation time is earned as you work throughout the year. If an exempt employee resigns and has taken more vacation time than "earned", can we deduct the value of the overage from the last pay?	
0	Hello, We have an employee who's probationary period was extended from our usual 1 year, to an additional 6 months due to performance issues. She is now going to be let go, for lack of improvement. While our policy states that an employee cannot use vacation time off, during that period, it does show as accrued each month with the pay period. My question is; due to that accrual, are we required to pay our her balance upon termination?	
1	We are letting an employee go and we would like information about severance agreements and any paperwork we need to complete.	
1	Regarding our telephone conversation from last week, we spoke with our CEO and the company has decided to terminate the employment of the VP of Manufacturing. We do not have enough information to pursue a sexual harassment claim, but we do have enough evidence from various sources to validate his inappropriate workplace behavior. Our legal counsel is creating a separation notice and we will be letting him go today. We will be offering a generous severance package. Can we discuss?	
1	We are Burger King Franchises. Under COBRA we fall under one ownership. We have two store in a particular are, both are a total of 100 employees. We are closing one of them- 22 employees in that branch. Are we subject to WARN?	
1	We are terminating an employee and we need to know if we should provide to the employee a separation letter.	
4	Following up on the last call, the employee came in with doctor's note, but didn't wait to speak with me. She left abruptly. I was prepared to terminate her. She called me later, and I let her know I wanted to talk to her. Can I terminate her over the phone? Last night she sent an email stating she was not going to be in today.	
1	I have an employee that I need to terminate. I need to find out what I need to do to process the termination. We opened this salon a month ago. Employee has poor attendance, excuses all over the board, and she leaves before her shift is over.	
5	An employee abandoned his job. He stopped showing up and didn't call in and when his manager called him, he hung up on him. We issued his final check and sent it out with signature required but it was returned to us. What should we do with the check?	
3	My client is shutting down some satellite locations in different sates that have been operation for some years they are streamlining there operations back to the main location in medley Florida. They are closing a location in Chicago, Houston, new jersey, Virginia, los Angeles and san Francisco the question my clinet has is Hi Todd, I have a question, and I believe I am correct, but just to know if you have heard of this from anyone. Does DFW have to pay vacation? For example we are giving all the employees that were laid off 1 week of vacation, and the only state that is telling me that they are entitled to 2 weeks is Illinois. The way they are looking at it is accrued vacation. These are all hourly employees. I do understand salaried employees may be entitled to it, and maybe we will do something additional only because they have been with DFW since 2003. But as per what I have heard and understand, the company does not HAVE TO and Illinois is an at will state?	
4	Asking on behalf of client, Majors Plastic. Questioning a termination scenario. Early in March 2017, employee fell, no medical attention sought. ON March 13th, employee requested 2 week LOA to care for dying mother. Employee was on a 90 day no miss probationary period. Supervisor told her if she left, she would be terminated to which employee acknowledged. Her mother passed away, she called the company on April 10th asking if she still had a job. Our question is does she have any FMLA protection (she is eligible) for caring for her mother? She didn't specifically request it but it would obviously be implied. She has also since seen a Dr for the previously mentioned illness and has work restrictions. Company wants to keep termination in effect.	
3	Does a Company have the right to garnish an employees last paycheck if company equipment is not returned in working order? The employer wants the employees financially responsible for any damaged property.	
4	We have an employee that has taken a leave of absence, which was unforeseen. Due to the nature of the leave she was unable to contact us until yesterday. She did resign verbally, as her treatment will likely encompass upwards of 90 days. We have some questions. Can we accept the verbal resignation? When do wages have to be paid, the employee stated she is ok with payment occurring on the next regular pay date. Also, she has asked if monies for final wages can be made via direct deposit. Do the laws allow this?	
1	A customer is terminating service with us. How should I handle the layoff with all the employees? Should I give them advance notice? We have 73 employees total and we laying off 30 employees. CA employees.	
1	I need some clarification regarding the WARN Act when I am considering closing a single restaurant due to sales. We have 12 locations, so over 75 employees, but the singe location only employees 40 people	
5	We want to terminate our security manager position. He has not been meeting his quotas.	
1	We have an employee who has retired last week. We are paying him a severance of his health insurance through the end of the year. We are also asking him to keep him available for any consulting questions and we are paying him 40 hours per week through 12/31. What would be the easiest way to do this?	
5	An employee of ours was terminated after working for us for 35 days. He was terminated for rolling a truck when he was reaching for his soda. After the accident insurance would no longer cover him, therefore he could not perform the duties of the job. He has filed for unemployment and they want to grant it to him. How is he eligible for unemployment from us after only 35 days and he is unable to be covered on insurance therefore cannot perform the job he was hired for. How is he still eligible? Thank you!!	
2	Looking for a sample letter to give current interns stating that their summer internship is over . We also would like extend some of them to come back for winter break. Whats the best language?	
1	An employee drives a company vehicle as a perk (salesman) but we are self-funded and we decide who we cover and who we won't. This is the 3rd accident and affected 6 other vehicles. The manager would like to terminate based on this accident. Is this injury retaliation? There are attorneys involved. We are part of a group to self-fund insurance plans and there will be a recommendation from the group based on these plans and he may be kicked off of insurance. I think he admits the accident was his fault and there is a record of his negligence.	
2	I would like to discuss your response further. Do you have a sample letter to rescind employment?	
4	A Georgia employee was a temp for a while and came on board in December. She is 5 months pregnant and has had attendance issues since day one - she has been spoken to and has had two final warnings in her file. Our policy states occurrences that continue will be subject to termination. Additionally, if there is a continuous trend or pattern, we will terminate, even after 90 days. All the absences are oversleeping and they have nothing to do with pregnancy. This morning she stated she did not hear her alarm and overslept (she was almost two hours later today).	
4	I had dismissed a contractor employee and would like to talk to someone. She was working well for the first 3 days then was a no show for 4 days. She returned to work and appeared inebriated and stated her husband was on crack. Employer let her go then checked in with her 6 weeks later and asked for her job back employer agreed. Gung ho on the first day the next she was quiet then the following day showed up and kept on going to the bathroom which seemed odd. The following day she was nervous and ate a whole box of tick tacs. Her behavior was odd and she disappeared reappeared and disappeared. Telling both she was going on break at different times within 20 minutes of each other. Writing changed. Came in and 10 minutes later wanted to go on break employer asked her to stay. We wound up terminating the employee however she is now stating she is going to file a wage claim with the labor commissioner because we paid her $33 per hour not the $40 she requested. Considerations?	
4	An employee was released from a workers' comp leave on Friday, Aug. 4th to full duty. She called out Aug. 7 & 8th. She claimed to having continued pain due to her injury and requested a second opinion from her workers' comp case worker. She failed to call out the 9th, 10th and 11th and is out today. We would like to terminate since she has violated our 3-day no call/no show policy. What are your thoughts?	
1	We had an employee give two weeks notice, however we will be processing termination sooner. Are we obligated to pay them the resignation period? We do not have a policy or procedure that addresses this. The employee works remotely in Arizona.	
6	To Whom It May Concern, In addition to the request below, I would also like to know who to issue the employee's final paycheck to? The final paychecks issued to employees at the time of termination are always live checks, so in this particular case it would also be a live check, but need to know who should be the "Payable To". Thanks, Rita To Whom It May Concern, I recently had an EE unfortunately pass away in California. As we prepare his final paperwork, we've come across the fact that for his Life Insurance he's listed his Domestic Partner (DP), at 100%, but for his 401(k) benefit, he hasn't listed any Beneficiaries. So I need your assistance in understanding who would be eligible to receive his Life Insurance amount. Will it be his DP? If it is, will it be automatic? Or will his Estate receive his funds? For his 401(k) plan, who will be eligible to receive his funds? We don't know if the employee has any living siblings or parents, so we'd like to know how all his funds will be distributed. Please let me know if there's any questions. Thanks, Rita Sahakian Sr. HR Generalist [Sigma Designs] 47467 Fremont Blvd. Fremont, CA 94538 (510) 897-0130	
5	We have an employee who was involved in a very bad work related auto accident. He totaled his car and the car he hit. He was found at fault by the highway patrol and we are considering terminating him. He lives 4 hours away. How should we best handle the termination? Can we send him a certified letter or call him?	
5	We have an employee who has worked for us for over 20 years. He is now in his 60s and just sustained a work-related injury. He fell and hurt his knee. Overall, he is slower so his performance has suffered. We are concerned about his having another injury on the job. What are the risks if we separate? What if we ask him to retire? What if we ask him to retire and offer him some severance?	
2	My CEO says what you sent is not what we want. Do you have a letter to rescind an offer?	
1	We received notices of charges to our unemployment reserve account. What could the impact be to us?	
5	We terminated someone and gave him a severance letter, he signed and had it notarized but gave him 7 days to revoke it. In an email he stated that he would not revoke it, should we wait the 7 days or can we use his email as validation? Also can we do direct deposit or should it be a manual check?	
3	Is it okay that we terminated an employee who was out on disability? Can the employee collect both unemployment and disability from CA at the same time?	
3	A terminated employee stated that they recorded conversations with their supervisor without the supervisor's consent. I would like to report this terminated employee to the authorities if this is a crime. Is it a crime?	
2	Can you tell me how many days AZ employers have to pay employees they terminate? I check online and it says 72 hours but I have an HR law book - Personnel Problems in Your State (BLR) update 6/2017 and it says 7 days, which is what I thought. Can you confirm?	
6	An employee came in and resigned today giving no notice. Our payroll had already processed which included wages for her last days worked. The direct deposit will take place on Friday, within 72 hours of her resignation. Can we allow the direct deposit to go through?	
1	I spoke with Claudia earlier today. Have a follow up question. We are going to terminate our sales manager but re hiring a sales person what are our obligations there? We are postponing this until tomorrow at 9 AM so please have Claudia call today.	
1	We have an employee who we are terminating tomorrow for poor performance and because he is not a good fit for our organization. I want to review best practices for such a termination and to know what are the required notices for terminations in California. Also what are the final pay laws.	
3	If an EE is is injured while on the job-site and is placed on modified duty & said modifications are met, yet the EE refuses to work, can we terminate the EE?	
3	Hello, Our EE Handbook states the following: Introductory Period The first 90 days of continuous employment at Superior Roofing is considered an introductory period. During this time you will learn your responsibilities, get acquainted with fellow team members, and familiarize yourself with the Company in general. Your supervisor will closely monitor your performance. Completion of the introductory period does not entitle you to remain employed by Superior Roofing for any definite period of time, but rather allows both you and the Company to evaluate whether or not you are right for the position. The Company may extend a team members introductory period beyond the first 90 days at its discretion. Upon completion, employees may use their available Paid Sick Time. With that being said, are we able to let and EE go whom is in the 90 day period if he or she can not perform their job duties. IE: Is afraid of heights but their job duty requires them to get on a roof (roofer).	
5	We had an employee at one of our sites and unbeknownst to us he had a warrant out for his arrest for 5 months. FBI came in and picked him up today. Would like to discuss how to handle this situation. The special agent worked for a bail bondsman - the employee had a warrant and didn't pay and didn't go to car. The special arrangement said he was being put into jail. What legally do WE need to do - do we have to keep his job? He said he was a special agent (bond enforcement). If he doesn't comeback, do we have to pay him/cut his check now? Do we have until payday? Are we required to hold his job? When is final pay due if we process job abandonment?	
0	We are located in the state of Texas and currently offer PTO on an accrual basis. Are we required to pay out accrued but unused PTO at termination? Currently our policy states that payout is at the manager's discretion; is that problematic?	
4	An employee returned from a leave of absence and her attendance was poor. Her manager addressed this with her. The employee did not state any health issues that may be causing her absences. She hasn't been back in 3 days. We have a job abandonment policy we'd like to apply. Would this be a voluntary termination? We have 1-2 days to pay out but she also owes us unpaid premiums from when she was out. Can we deduct from her final pay?	
1	We issued a written warning to an employee on July 24th for poor performance. Since then it has not improved and maybe is even worse. What are our next safest steps? Can we terminate?	
2	I received an audit letter from EDD. Just want to review it with someone.	
2	Can you please send termination paperwork for the state of OR?	
3	What steps do an employer take to terminate an at-will employee in California? Employee has worked with us for a year but has not shown for a week of employment and I want to make sure I'm following the correct steps and procedures in terminating an employee. In addition to cutting this employee's last pay check, what other steps/procedures should I be following to meet state and federal guidelines? Please send any documentation or forms that would need to be completed. We are a private non-profit school with no teacher contracts.	
5	We need to fire an employee. He has shown ongoing performance issues and a poor attitude. Additionally, he's been caught on several occassions smoking marijuana at a customer's home. I saw him personally doing it once and told him he couldn't do that during work hours. Recently one of our lead installers found him doing it again. We don't have a formal drug and alcohol policy and I know that he uses marijuana to help with his glaucoma but I expressly told him he could not do this and he did it again anyway. The performance issues have to do with him not pulling his weight on job sites and he has been spoken to about that as well. One other wrinkle is that I gave him a loan and we agreed in writing that he would pay me back with deductions of $70 per paycheck. Can I deduct the remaining amount from his final check?	
3	We have a policy in our handbook that employees have to turn in their company equipment before they can pick up their last check. We have an employee telling us that that is not legal.	
6	For California law, it states that an employee who leaves the company without giving 72 hours notice must receive their final paycheck within 72 hours of their last day. Do the 72 hours include weekends? Or would that only be business days? For example, an employee quits on Friday afternoon without giving notice. Do we need to provide the final check my that Monday? Thanks!	
4	Executive Assistant applied for a position at two of our other locations. She was not awarded the position and now her supervisor wants to terminate her for performance. The supervisor believes that since the employee applied for another position, she does not want to continue to work for the supervisor. The supervisor does not have any written documentation on performance issues. The only negative that I have found out is the employee gave some "push back" when told she would have to support two people verses just one.	
6	In New York State, when terminating an employee for performance reasons, when is their final paycheck due?	
6	I know Washington State requires a final pay check to be paid on the next regular pay date. What if the employee quits with no notice, is there any extra time to get the pay to them as there is in other states?	
1	We have an employee who just turned in their resignation notice, offering two weeks. We will not allow the employee to work out their resignation period. Do we have to pay the employee beyond the last day of work?	
3	We had to terminate two employees this morning. In the JW system on the termination page there is voluntary and involuntary. They were terminated for misconduct. How does JW follow up with terminated employees? Will involuntary termination preclude them from receiving unemployment?	
0	When an hourly employee is terminated and I'm paying out the accrued PTO balance on their final paycheck, our payroll system generates more PTO once the payroll has processed. Since the employee was terminated during the payroll period, are they entitled to the additional PTO accrued for that same payroll period? I'm inclined to think not, but would like some guidance.	
4	We terminated an employee on 8/10/17 and asked that she return her office keys (which she did), her laptop and her mobile phone all of which was company property. She said she had the laptop and phone at home and would return it the following day. She still has not returned this equipment. We contacted her by telephone today requesting again that she return the equipment to us. She told us that she was still very upset over the termination of her employment and she would "try" to return the equipment tomorrow or the next day. Question: I am told by our Payroll Dept. that we cannot hold her paycheck back because of DOL rulings. My question is can we deduct the cost of the equipment from her paycheck if she does not return the equipment by August 18, 2017.	
1	We have a severance payment that we will be processing. This is for an ex-employee can we do this through direct deposit? Is it issued like a 1099 statement or just issued like payroll?	
4	We have an employee that is on medical leave on FMLA and she returned back to work and there had been an issue prior to her leaving on medical leave. She was looking out company property to send out resumes. We were supposed to sit down and write her up for that. When she came back from med leave we sat down and went over it with her. She did not return to work the next and was to return on the 14th and I did not hear from her and no doc's note. I followed up with an email and no reply. We have a no-call, no-show policy of three days. Can we terminate her?	
3	We have received a call from a customer stating they saw a post from one of our employees regarding the protest over the weekend, and that if we (the company) are willing to employ someone like that, they will no longer frequent their establishment anymore. How can the employer handle this?	
1	A tenured employee just submitted his resignation with an effective last day of 8/30. If we do not wish for him to work until then but are willing to pay him until then, can we legally do that?	
2	It's regarding a termination. I need to know if I need to provide a reason in writing.	
1	I would like to run the scenario we discussed yesterday by you again with my partner on the line. We're considering going a different route with the termination from what you and I spoke about. We are considering termination due to elimination of that position. We are hiring for a different position that is at a different, higher level and has a different skill set. We would not have considered him due to his poor performance and inability to improve. Our concern is that we never put him through an PIP and we have used that in that past with others.	
